,author,updated_at,like_count,text,public
1163,@smokeysxs,2025-02-20T11:42:50Z,0,Lessgooo Motorola combaacckkk🔥,True
1164,@RangerViolet,2025-02-20T11:41:20Z,0,"Gila motorala kembali lagi, salam dari user motorola E398 😅😅😅",True
1165,@azharraa,2025-02-20T11:40:40Z,0,wuih hasil videonya stabil banget untuk hp murah,True
1166,@ismayanafathur9333,2025-02-20T11:39:01Z,0,Tema box nya gadgetin banget curiga Collab 😅,True
1167,@Ninja_hatoriq,2025-02-20T11:38:22Z,0,Hp entrynya aja begini apalagi flagshipnya motorola💀,True
1168,@adgntrstywn2471,2025-02-20T11:37:04Z,0,Kapan dijual offline di jatim,True
1169,@FantasticGuy16,2025-02-20T11:36:17Z,1,"Harganya 2,4 jt ya guys, jangan percaya yg bilang 2,3 juta .kalo beli online belum lagi kena ongkir",True
1170,@f.312.y9,2025-02-20T11:34:53Z,0,Seru seru seru huawai & motorolla,True
1171,@Heavy3598,2025-02-20T11:29:29Z,0,"Main pubg dan mobile legend gimana ? Kalau smooth dan anti framedrop gua auto beli, bosen main di ip yg dikit2 update ios tapi ngebug mulu",True
1172,@TENGKUPANGERAN,2025-02-20T11:28:41Z,0,Kok Produk Amerika Boleh Masuk Ke Indonesia???,True
1173,@IkhsanHK,2025-02-20T11:27:10Z,0,Bisa karena bagus🎉,True
1174,@navianrudiokt,2025-02-20T11:23:15Z,0,Hmmm kecewa sama desain depanya Bezel tebell. Gimana dia mau ngandelin desain. Eh desainnya malahan kurang oke. Anehh,True
1175,@raharja.,2025-02-20T11:23:13Z,5,"""layarnya ini masih punya resolusi 720p ya"" nangis gue dengernya di 2025 resolusi layar masih 720p😭",True
1176,@deraatvexplorerriders.2113,2025-02-20T11:22:50Z,0,Jujur keren sih ini yg warna viva magenta 👍🏻😁,True
1177,@budakleutik7110,2025-02-20T11:20:50Z,0,warna dasar RGB,True
1178,@FutaroNime-l4x,2025-02-20T11:17:27Z,0,Busettt kameranya stabill bangettt. Keren sihh,True
1179,@arieraharjo,2025-02-20T11:16:54Z,0,Motorola is Lenovo,True
1180,@egibayupamungkas3457,2025-02-20T11:14:19Z,0,Mau nanya dong hp yang selfi nya bagus?,True
1181,@angelodjilingquintao6502,2025-02-20T11:14:02Z,0,Dengan comebacknya motorola di indo semoga seri flipnya bisa masuk pasar indo🙏,True
1182,@Canva_ID,2025-02-20T11:12:31Z,0,Di browsee ada,True
1183,@EviCahyati0,2025-02-20T11:11:32Z,0,Di Tokopedia harganya 100jt,True
1184,@subagusriyandika9990,2025-02-20T11:10:26Z,0,Tim 360 p bang,True
1185,@NMX728,2025-02-20T11:08:27Z,0,"Ayo PT Smartphone ( NOKIA , HTC , SONI ERICSON & BLACKBERRY ) Bangun lh klian dari tdr ny......Smoga hp MOTOROLLA gk mengecewakan lg , krna dlu sy tau Hp Motorolla gk laku pda tahun 2012.

Ayo ke 4 Brand jadul bngunlah klian dari tdr lama ny.....Dh wkt ny klian bersinar kmbali 😊",True
1186,@esdegan7176,2025-02-20T11:08:10Z,2,TIPE APA AJA YG BAKAL MASUK WOYYY JAWABBB 🔥⚡🔥⚡🔥⚡,True
1187,@JametPetualang-l8l,2025-02-20T11:06:44Z,0,"Motorlola, nokia, sony,,, hp legend coba mereka main dinkelas entry pasti seru bgt cuma nokia di andorid kaya berasa gagal aja",True
1188,@riosuryafachrudin6902,2025-02-20T11:04:36Z,0,"Itu mobil2 bagus yang sering kehabisan saldo tol pas di gerbang tol, lihatlah video ini. 2jtan udah banyak smartphone dapat NFC. Gak ada alasan lagi gak bisa isi saldo e-toll pakai smartphone. Yang sejutaan juga ada beberapa yang punya NFC",True
1189,@nananmunawar9025,2025-02-20T11:04:07Z,0,"Welcome back motorolla 👍👍👍👍👍 
Terima kasih review-nya om 🙏",True
1190,@FitriYanti-ot7bs,2025-02-20T11:02:00Z,0,"Nonton hp samsung a30 2019 5x gnti lcd mesin aman😂
Semoga kekmpul beli hp yg diimpikan🤲",True
1191,@chachafe6769,2025-02-20T10:53:04Z,0,"Kamera bagus, video stabik.,, mantap padahal ini kelas bawahnya",True
1192,@JuhadIrmawan,2025-02-20T10:48:58Z,0,Iklan juga motorola asik,True
1193,@fauzinugroho7456,2025-02-20T10:48:17Z,0,Ada fitur tukar tambah gak ya motorola😅,True
1194,@harz8714,2025-02-20T10:46:24Z,1,8:18  Untung team 1080p jadi kelihatan 😂,True
1195,@richigoace,2025-02-20T10:45:39Z,0,Master is Come Back...,True
1196,@twelve6519,2025-02-20T10:42:04Z,0,Motorola hp'ku pertama dengan layar berwarna hijau & kalau baca sms dia scroll sendiri  😂😂,True
1197,@ferihendrakusumairawan354,2025-02-20T10:41:28Z,0,Harusnya ini versi tablet pasti seru,True
1198,@bukantimvalhalla6461,2025-02-20T10:35:43Z,1,"bahas sharp aquos sense 9 bang , keren tuh , compact🎉",True
1199,@dimchannel155,2025-02-20T10:29:55Z,1,Hp ini bisa jangka panjang sampai beberapa tahun yaa mohon di jawab??,True
1200,@Avava-lon,2025-02-20T10:26:28Z,0,Video perekaman kameranya bagus banget coy buat harga 2 jutaan,True
1201,@afrizalachmad4509,2025-02-20T10:25:33Z,0,SIEMENS jg kpn ya...😊,True
1202,@Sang-Penakluk,2025-02-20T10:25:01Z,0,Masih kalah sama infinix,True
1203,@Ekoks865,2025-02-20T10:24:31Z,0,29:45 bubar sih😂😂😂😂😂😂😂,True
1204,@everythink3,2025-02-20T10:22:27Z,0,Aku akan beralih ke Moto lagi,True
1205,@freeyork25,2025-02-20T10:17:18Z,0,Jaman gw dulu 2017 punya motorola V3 yg tombol angka nya stainless cukup d sentuh aja. Masih poliponik dan mp3 😂😂,True
1206,@BR_Pictures,2025-02-20T10:07:34Z,1,Memori pake motorola jadul adalah tombol nya yg empuk dan enak banget buat ngetik,True
1207,@briasatria1543,2025-02-20T10:06:46Z,0,berhasil,True
1208,@Denis-td5wu,2025-02-20T10:06:44Z,0,"Bisa ngak skali-skali Konten nya Adukasi sebagai Tanggung Jawab Sosial.

Contohnya : Bahas HP New Go Smart termasuk Produk HP Penipuan Lainnya; sebagai Edukasi bagi Pengguna agar tidak salah pilih Produk.",True
1209,@MACKRains,2025-02-20T10:03:46Z,0,"Ｍandalika𝟳𝟳 gua bru maen bentar, lngsg jepe",True
1210,@EsraBetul-q8r,2025-02-20T10:03:30Z,0,"Rezeki melimpah datang dari Ｍandalika𝟳𝟳, makasih banyak!",True
1211,@IfanLajoya,2025-02-20T09:59:04Z,1,Fix harus beli nih,True
1212,@thefathony87,2025-02-20T09:55:37Z,0,Baterai gimana bang? Dibandingin mtk,True
1213,@haitriana1007,2025-02-20T09:48:38Z,0,Ini kalo ada versi lebih pro nya (soal kamera) pasti banyak jg peminatnya,True
1214,@iva4nov1,2025-02-20T09:44:02Z,0,Sharp No.1 di jepang.. cuman di Indo aja kurang populer.. jangan dibandingkan dgn vivo 😊😊,True
1215,@ehsankw7398,2025-02-20T09:29:09Z,0,Wah beli ini dong gak jadi beli infinik,True
1216,@farhanklepekan2190,2025-02-20T09:29:07Z,0,udah di jual. di indo belum ya,True
1217,@rizkybentaleb6927,2025-02-20T09:27:58Z,0,Saya mau tanya hp nya itu ada iklannya juga kah sama kek xiomi?,True
1218,@HaSungwoonsTrash,2025-02-20T09:27:48Z,0,"Buset note 20 gw berasa kentang banget kualitas kestabilan kameranya dibanding ini ㅠㅠㅠㅠㅠㅠ dulu pas kuliah suka liatin hp motorola temen yg smooth banget klo dipake (tetep cinta hape sendiri, kala itu pake soner wkwk) tp ngerasa ni hp dari dulu serius klo produksi hape 👍🏼👍🏼👍🏼",True
1219,@Zamann-jd3mg,2025-02-20T09:27:02Z,0,iPhone 16 e bang,True
1220,@reenginang,2025-02-20T09:18:35Z,0,Bismillah masuk listttt,True
1221,@ervinsjonathan,2025-02-20T09:15:53Z,0,Gila Camara nya stabil banget,True
1222,@anjararifnugroho,2025-02-20T09:14:18Z,0,"Apa beli ini aja ya, sayang warnanya terlalu semangat",True
1223,@ujangsupriadi5722,2025-02-20T09:11:29Z,0,Motogas,True
1224,@latifch,2025-02-20T09:09:36Z,0,Infinix hot 50 pro+ skor AnTuTu nyampe 48xxxxxx,True
1225,@iwakusuma7469,2025-02-20T09:07:41Z,0,Hasil videonya stabil bang,True
1226,@valiantvincentius5877,2025-02-20T09:06:11Z,0,"Halo, bang, plis compare S24Ultra sama X200Pro dong dr segala aspek. Dua2nya masih dapet BNIB resmi, sama budgetnya relatif sama. Bingung mau ambil yg mana. Thx.",True
1227,@imammuqodla9836,2025-02-20T09:01:59Z,0,"Hp cakep ini
Awet

Sebut saja hp motoGAS
Klo g45 ky nya kurang umum.
😊",True
1228,@FrdyJsm-m7h,2025-02-20T09:00:47Z,0,Kotak nya sekilah kaya profil yt lu bg,True
1229,@arifnugroho-r2x,2025-02-20T08:59:49Z,0,Motorolla rokr dulu dengan speaker extranya sampai hp getarrr...,True
1230,@bangeko7068,2025-02-20T08:55:59Z,0,Nostalgia lagi nih....dulu jaman hp poliponik aku penggemar Motorola...,True
1231,@BamBoy-o4p,2025-02-20T08:53:50Z,0,Warnaya kayak gadgetin😂,True
1232,@wiarastra3524,2025-02-20T08:53:47Z,0,Kapan ya ada hape yg bakal bawa lagi design nokia lumia,True
1233,@erwinwicaksono6606,2025-02-20T08:53:17Z,0,😂😂😂 kali ini reviewnya kek dipaksa bagus. Susah bgt bilang jelek nya 😂. Kali ini ga apa adanya,True
1234,@DJ_ENOX,2025-02-20T08:53:11Z,0,"Udah 16 tahun main YouTube, kok iklannya masuk Ama videonya yah, MOTOROLA 👑👑👑",True
1235,@khalidpotter,2025-02-20T08:37:24Z,1,Gw berharap ada hp keluaran terbaru dengan layar IPS dengan spek tertinggi karena layar amoled gampang light saber.,True
1236,@Mius_0,2025-02-20T08:30:06Z,0,Definisi diemin diem menghanyutkan 😂,True
1237,@IpulCb-w3p,2025-02-20T08:28:03Z,0,bang mau nanya. kenapa setiap cek suon hp pake lagu NCS?? 🎉,True
1238,@xavierraditia2046,2025-02-20T08:25:23Z,0,Bgusan Tecno pova 5 pro ke mana2😅,True
1239,@satriajepek,2025-02-20T08:25:05Z,0,FYI: Motorola adalah telephone genggam pertama di Dunia. Bener-bener legend ini HP 😁,True
1240,@obinvm,2025-02-20T08:22:31Z,0,Warnanya mengingatkan ke sony Z,True
1241,@teamkonten4341,2025-02-20T08:21:10Z,0,Bang bahas barang aneh lagi bang kangen episode barang aneh,True
1242,@96-y4e,2025-02-20T08:16:12Z,0,Gak heran sih Krn murika udah kena bencana,True
1243,@rorolurah,2025-02-20T08:03:10Z,1,Kami butuh motor china,True
1244,@dimassadboy5544,2025-02-20T08:00:50Z,0,saran HP dibawah 1 juta yang enak buat gaming bg,True
1245,@o.giik_,2025-02-20T07:49:19Z,0,sangat terkaget sama videonya stabil banget minim jiter ini keren sih 🙌,True
1246,@KAKA_INO,2025-02-20T07:48:50Z,0,hp yg di tunggu tunggu ini....,True
1247,@ferrychrisliandy,2025-02-20T07:45:46Z,0,Jadi keingat banget hp android yang beneran beli sendiri dari uang sendiri saat masih kuliah Moto G 1st Gen woaah... semoga keluar series X dan Z nya  juga,True
1248,@cimole169,2025-02-20T07:44:51Z,0,Warna box nya sama kaya logo gadgetIn 😅,True
1249,@balqisspr,2025-02-20T07:44:46Z,0,"Gokillll. Bang bahas motorola razr 50 ultra. Ga masuk indo sih, tp siapa tahu lo dapet pinjem/beli",True
1250,@CriminalCat911,2025-02-20T07:41:06Z,0,Link pembelian bang,True
1251,@aryaalfannan3821,2025-02-20T07:40:37Z,0,Nonton ini pake Infinix hot 50 pro plus 🤭,True
1252,@wiwid_green,2025-02-20T07:37:07Z,0,Pingin yg warna ijo,True
1253,@CatfishXYZ,2025-02-20T07:28:00Z,1,Tapi jujur suka sama hasil kameranya jir,True
1254,@abdulmunim7317,2025-02-20T07:24:54Z,0,mirip ip 11,True
1255,@ganyuwangy-y1q,2025-02-20T07:21:10Z,0,"Keren sih, bakal jadi raja 2jtan soal performa, fitur, akhirnya ada yg berani nabrak pasar 2jt an yg udah banyak diambil transsion, gak nyangka datengnya dari brand legend motorola",True
1256,@akume9743,2025-02-20T07:19:14Z,0,warnanya MERAH,True
1257,@idhamid7222,2025-02-20T07:10:14Z,0,Bang review vivo y19s,True
1258,@hanafiahakbark,2025-02-20T07:05:43Z,0,Buat video rekomendasi bang David,True
1259,@muhamadrohmat4789,2025-02-20T07:05:17Z,1,bang info dong pake kamera apa kontennya?,True
1260,@donipebrianto5953,2025-02-20T07:01:35Z,0,"Warnanya bagus,,",True
1261,@Noupalofficial,2025-02-20T06:57:17Z,0,"POCO X7 PRO BANG DAVID, UDAH NUNGGUIN NIH",True
1262,@MasIrfann,2025-02-20T06:55:57Z,0,G45 dan Infinix note 40 bagusan mana Bang dari segi camera foto dan videonya?,True
1263,@arpaisstreet7691,2025-02-20T06:51:23Z,0,Kukira motogp🗿,True
1264,@sandytang8661,2025-02-20T06:48:57Z,0,"Yes honor dan moto comeback, semoga ada saingan poco f series, kalaupun lebih mahal 1 jutaan tapi kamera lebih bagus, gas kan",True
1265,@MustaqimRizkullah,2025-02-20T06:43:26Z,0,Bang vivo y19s bang❤❤❤,True
1266,@saidnursdio528,2025-02-20T06:42:45Z,0,😮 shizuku buat apa min😅,True
1267,@akimrohimat7104,2025-02-20T06:35:29Z,0,Kacau saya pilih ini tapi udah beli bulan lalu//jadi nyesel buru buru beli,True
1268,@hydendy6663,2025-02-20T06:26:31Z,0,Gak akan lagi mw pake motorola krn sblmnya pke moto M hpnya kacau bin jelek,True
1269,@campwheel11,2025-02-20T06:26:31Z,1,"16:00 hape ku Poco F6, sering kali macet/patah2 saat main game dalam posisi Game Turbo ""on"". Setelah Game Turbo dimatikan/off gamenya jd mulus kembali.
Mungkin di motorola ini ngalamin kejadian yg sama Bang.",True
1270,@Zuma509,2025-02-20T06:16:58Z,0,"Tadinya mau beli infinix note 40, tapi liat motorola jadi bimbang. Apa harus nunggu ni hp turun harga dulu ya, tapi takut keburu gak produksi lagi.",True
1271,@NurpiahBintiArdi,2025-02-20T06:16:41Z,47,"Gaskan, motorola, Sony, Huawei, Honor, Sharp 🤤💥💥
Videonya stabil banget cooy 1080 30FPS nya   gada lawan. Gada gitter²",True
1272,@jundiassalam9578,2025-02-20T06:10:31Z,0,apa bisa pasang gcam?,True
1273,@Zuma509,2025-02-20T06:09:44Z,0,Pake motorola pertama kali tahun 2007 yang layarnya warna biru. 😂,True
1274,@renkosamareal,2025-02-20T06:06:44Z,0,MANA VIDE POCO X7 PRO NYA BANGGGGG? CHANEL SE-GUEDE GADGEDIN MASA LAMA BGT CHANEL YG LAIN UDH UNBOXING UDH REVIEW MALAH AYO BANG CEPETTTTTTT,True
1275,@siwabesi,2025-02-20T06:06:10Z,0,"waaa bakal ambil device satu ini sih, Custom ROM device Motorola juga melimpah",True
1276,@saatsantoso6071,2025-02-20T06:05:07Z,0,"Ngiler karena ukurannya yg cm 6,5 inch..
Udah jaraaanggg bngt Hp dgn ukuran segitu saat ini",True
1277,@Rudi.Aldiano,2025-02-20T06:01:53Z,0,ada bahasa jawa gak ?,True
1278,@yanShenros,2025-02-20T06:01:30Z,0,Udh rilis ini hp belum di pasaran? Mau beli ah,True
1279,@zoelf46,2025-02-20T06:01:13Z,0,Menunggu hape keluaran phillips yang jaman dulu terkenal dgn baterai nya yang super tahan lama.. masih ada gak ya ?? hehee,True
1280,@yanShenros,2025-02-20T05:59:22Z,0,Inget waktu jaman sekolah pake motorola jadul,True
1281,@RanifaRimper-cq8zh,2025-02-20T05:53:41Z,0,Kamera nya 👍👍👍👍,True
1282,@ferrybonek,2025-02-20T05:48:50Z,0,Punya hp du moto g nexus kamera nya ngeri pada zaman nya,True
1283,@DuitbaeBae,2025-02-20T05:43:01Z,0,Overprice 😂😂 layar hd + untuk harga 2 juta lebih,True
1284,@agungsidik412,2025-02-20T05:42:26Z,0,Info dong gays cara belinya di apk apa,True
1285,@harristaufiksaputra1644,2025-02-20T05:40:39Z,0,"Buat daily cocok ga ya ? Semacam kerjan,foto,video ?",True
1286,@GNClass17,2025-02-20T05:38:54Z,1,Sehat selalu ko David 🤗❤ and always☺❤,True
1287,@repalkonten1145,2025-02-20T05:35:49Z,0,"Bekas review ya bos, aku beli",True
1288,@hidaroot2282,2025-02-20T05:34:17Z,0,"Auto beli, setelah penantian lama dari Motorola terakhir saya moto g5s plus.",True
1289,@rahulahangga4169,2025-02-20T05:30:13Z,0,Mantap david gadgetin pake laptopnya bukan macbook dan yang rog-rog kelas atas. Stay humble dan viewer jelata tetap bisa nikmatin dan relate vroo,True
1290,@bonisigit9292,2025-02-20T05:22:51Z,0,Hp Motorola Defy Mini hp android pertamaku 😅 belinya di pameran hp waktu itu cuma bileh beli 1 orang beli 1 doang 😅,True
1291,@lockerdownses,2025-02-20T05:22:04Z,0,headphone jack🔥🔥🔥,True
1292,@1Nurayanous,2025-02-20T05:21:50Z,1,buat rekomendasi laptop buat lebaran banggg,True
1293,@bagasabdillahfauzi2742,2025-02-20T05:21:08Z,0,kapan lenovo comeback ke indo ya? pasar hp di indo makin seru,True
1294,@rinalinalnafia,2025-02-20T05:19:58Z,0,"Bang, kenapa apar yg gede gitu di pajang dan di gantung di situ bang, ganti bang.. Ama yg kecilan bang",True
1295,@beledugjatiBJM,2025-02-20T05:15:35Z,0,"saya tonton sampai  selesai   no skip skip,,",True
1296,@oliviaolipe93,2025-02-20T05:15:02Z,0,Sony Xperia kpn kah dirimu jg kembali ke Indonesia 😑🙄😢hiks,True
1297,@RichardsOfejerds,2025-02-20T05:13:15Z,0,Gak ada yang bisa menandingi NAGAPLAY138 dengan fitur canggih yang bikin menggairahkan!,True
1298,@mwn_582,2025-02-20T05:09:51Z,0,Apakah nexian nyusul jga 😂,True
1299,@FiqihHidayat24,2025-02-20T05:03:35Z,0,Tapi kok bingung ya iphone gak bisa bangun pabrik sampe sekarang ya,True
1300,@healingsantuy,2025-02-20T05:00:39Z,0,"lah iphone bang ?   15jt an  dpet layaf HD 60hz 😂😂😂😂😂😂

apa yg kita pelajari dari HARGA IPHONE ??  😂",True
1301,@ronnybilaabi928,2025-02-20T05:00:02Z,0,Kira2 buat team ojol masuk kagak hp ini 🤔🤔,True
1302,@pehteminstitute7688,2025-02-20T04:57:07Z,0,"layar 720p, hmmm....",True
1303,@rainaljail,2025-02-20T04:53:14Z,0,"emang benar kata bang David, Motorola lumayan berani masuk di kelas 2 jtaan😅 Xiaomi aja ketar ketir dibuat Squad Transion Holding.",True
1304,@mushthafaridar778,2025-02-20T04:52:43Z,0,Nokia apa kabar ya ?,True
1305,@shlok-ffofficial,2025-02-20T04:52:42Z,0,Pulau 777 – Tempat kemenangan tak terbatas!,True
1306,@TS_GAMING_99,2025-02-20T04:52:32Z,0,eh gile sih gue lancar bgt depo wd di pulau777,True
1307,@SkRaj-fg2kl,2025-02-20T04:51:47Z,0,Dapatkan kemenangan menggiurkan hanya di PULAU TUJUH TUJUH TUJUH 🔥🔥,True
1308,@radhavyash-kq8xd,2025-02-20T04:51:38Z,0,serius nanya ini apaan deh pulau777?,True
1309,@Rajeshree-k7q,2025-02-20T04:51:18Z,0,Capek bgt nemuin pulau777 trs,True
1310,@radhavyash-kq8xd,2025-02-20T04:49:43Z,0,"Mainkan game seru, menangkan hadiah besar di pu/lau7/7/7",True
1311,@Gamer32515,2025-02-20T04:47:35Z,0,"Pulau 777: Lebih banyak bermain, lebih banyak menang!",True
1312,@mabapkibuaa481,2025-02-20T04:47:32Z,0,Orank stres dh ini pulau 777 ada di mna mna,True
1313,@IndrajeetBhue,2025-02-20T04:47:16Z,0,kocak bet etmin jud0l pulau777 ada disini,True
1314,@rajeshsardar889,2025-02-20T04:46:37Z,0,Pling cuan emg gw modal 100k jd 3jt di pu/lau/77/7,True
1315,@alamyogi5565,2025-02-20T04:42:06Z,0,Nunggu Siemens is back wkwkwk,True
1316,@nofri_adiii3756,2025-02-20T04:41:27Z,0,"bg david,bahas iphone se 4 dong",True
1317,@anggarapratama8451,2025-02-20T04:36:41Z,0,Anjirrr videonya beuh stabil amat,True
1318,@barudaktimor,2025-02-20T04:35:55Z,0,Bg tolong review Galaxy A87🙏,True
1319,@AnzeliaNafa384,2025-02-20T04:29:51Z,0,"Bang kok di shopee nggak ada😂, pengen beli tpi dimana",True
1320,@rendysport4023,2025-02-20T04:29:40Z,0,"parah .. jadi ghoib di toko hijau harga sampai 4 jtan padahal promo harga 2,3 jt",True
1321,@SantaiBEATS,2025-02-20T04:28:09Z,0,Klo 30fps gak bisa bohong,True
1322,@407hendri,2025-02-20T04:23:40Z,0,Bng riview Uniheart tank pad. Keren ada projektor nya🎉🎉,True
1323,@tumballism,2025-02-20T04:20:33Z,0,charger kepala item pernah ada di lenovo juga salah satu nya lenovo p2 turbo,True
1324,@agengwismaya1844,2025-02-20T04:16:36Z,0,"Menurut kalian para netizen ini worth it ga buat dibeli?🤔 Gua ada rencana mau beli hp, tapi bingung hp apa.",True
1325,@lalsinghmavsker1028,2025-02-20T04:12:29Z,0,Menangkan jackpot besar hanya di pu/lau7/7/7,True
1326,@Ndarafi20,2025-02-20T04:12:21Z,0,Cakep bner hp motorola,True
1327,@OzmanOswald,2025-02-20T04:06:21Z,0,"Saran bg, untuk test game bagus pakai zenless aja",True
1328,@anakgemilang628,2025-02-20T04:05:57Z,0,Hp Cocok buat orang tua.,True
1329,@ridwanhazami,2025-02-20T04:04:00Z,0,bang lama lama lu mirip fiki naki..,True
1330,@kyo9208,2025-02-20T04:03:03Z,0,snapgragon varian s gk worth it,True
1331,@PresidentOfKim,2025-02-20T04:03:00Z,0,8:20 ku tim 360P masih keliatan 😹,True
1332,@KELLYPham-z5b,2025-02-20T04:02:32Z,0,menghalangi pemandangan ashu pulau777,True
1333,@topikwibowo4253,2025-02-20T04:01:59Z,0,software nya gokil sih.. kelas flagship,True
1334,@mas_yudSEVEN,2025-02-20T04:01:56Z,0,bezelnya kurang tipis,True
1335,@HaleyPerrin,2025-02-20T04:01:09Z,0,Jangan lewatkan kesempatan menang besar di Pulau 777! 09:40,True
1336,@researchdevelopment1547,2025-02-20T03:58:38Z,0,tapi motorola di boikot,True
1337,@AliftaufikQurahman,2025-02-20T03:45:17Z,0,motorola brand asal tiongkok juga kah,True
1338,@TufanOmer-f4u,2025-02-20T03:43:39Z,0,tolong dong pak prabowo hapus judol judol jangan ngmg doang,True
1339,@DELMERWolf,2025-02-20T03:43:37Z,0,Orank stres dh ini pulau 777 ada di mna mna,True
1340,@tarasagita7355,2025-02-20T03:42:45Z,0,"Tolong bantu jawabbbb,,, saya posisi di ln hp dari ln mau saya root, nanti klo pulang ke indo apakah nanti bermasalah? Terus kalo hp root apa boleh di daftarkn imei?",True
1341,@MunMuniroh-y1z,2025-02-20T03:29:40Z,0,Bg coba itel rs4,True
1342,@suryawijaya9056,2025-02-20T03:28:52Z,0,GOKILLLL🔥,True
1343,@FebriansyahekaPutra,2025-02-20T03:23:18Z,0,Bisa nfc gak ya,True
1344,@RoziFebrian,2025-02-20T03:20:45Z,0,Untuk ojol cocok gak vid ?,True
1345,@CLASSYPLAYER007,2025-02-20T03:18:34Z,0,Motorola bangkit yg gk bangkit² itu nokia 😂😂😂😂,True
1346,@hidayatussibiyan5395,2025-02-20T03:15:42Z,0,Bedanya sama moto gp apa bg,True
1347,@wawan54661,2025-02-20T03:15:40Z,0,"Bang, bikinin video rekomendasi HP awal tahun 2025 donk",True
1348,@giendroid,2025-02-20T03:09:19Z,0,gw 480p keliatan kok 😅,True
1349,@miftahroy,2025-02-20T03:05:15Z,1,"Feel nya kayak hp cina sih walo Motorola, kali aja layarnya kek Samsung, mungkin bakal beli.",True
1350,@driverSantosa,2025-02-20T03:02:11Z,0,"bang, cariin atau review hp yang cocok buat ojol , yang irit baterainya, secara kita online gps dan apk ojol nya makan baterai banyak, boros baterai , belum lagi kita pakai google petunjuk jalan yang pakai gps juga.......thx bang",True
1351,@MhankAlip,2025-02-20T02:50:53Z,1,"27:36  ini rill 30 fps?, buset",True
1352,@isnaini4530,2025-02-20T02:46:15Z,0,Charger nya fast charging gak?,True
1353,@mrslstnjk,2025-02-20T02:38:59Z,0,"Moto razr ultra lah suruh launching di Indo, bang..",True
1354,@vnkiaderaid,2025-02-20T02:33:30Z,0,"Motorola G Power 45 gak sih. Kan pangkat di Inggris dibacanya ""to the power of""",True
1355,@dwiky_adriansyah,2025-02-20T02:22:25Z,0,Mo revew hpnya malah iklannya juga sama,True
1356,@SekarRiang,2025-02-20T02:15:04Z,0,"Ini bru masuk keren moto.. 
Sayang cambek nya nokia gk sprti ini wkt dl",True
1357,@alvar009,2025-02-20T02:07:39Z,0,"pas diawal koq ada logo thinkshield, eeh baru keingetan, motorola yg mobile kan dibawah lenovo yaa",True
1358,@ellfirarosa3967,2025-02-20T02:06:05Z,1,Motorola bandel banget...semoga bisa beli ini utk gantikan motorola yg dibeli sekitar 8 tahun lalu...,True
1359,@rizvisasaki,2025-02-20T02:06:05Z,0,bacanya itu moto GAS,True
1360,@Hilsin-nk4si,2025-02-20T02:03:26Z,0,kak aku udah subcribe sama like.. boleh bagi hp nya kak buat anak...,True
1361,@De2deIrawan-qg5jw,2025-02-20T02:02:48Z,0,Info toko di apk ijo atau oren dong mau co suka kameranya ga terlalu banyak dan simpel,True
1362,@aliganzzz5399,2025-02-20T02:00:24Z,0,"Kenapa kalo orang riview camera pada bagus"" gak jiter tapi pas beli beda",True
1363,@christeckstein7952,2025-02-20T01:59:16Z,0,"11:23 itu hp yg dibuka yg ijo, themenya jg ijo..apa klo yg warna lain, waktu dihidupkan themenya jg menyesuaikan warna hp nya?",True
1364,@LiveTiktokChannel,2025-02-20T01:58:23Z,0,"Honor sekarang sudah bukan lagi bagian dari keluarga huawei ,karena udah dijual😅
Semoga honor ga dijegal seperti huawei😢",True
1365,@panizha4083,2025-02-20T01:45:36Z,0,Pernah pake motorola tp yg msih qwerty,True
1366,@ranggabayu4354,2025-02-20T01:41:38Z,0,Bang bikin video kasta hp donk buat 2025 please,True
1367,@heryseptember4419,2025-02-20T01:41:02Z,1,Bang review dan siksa hp KW terbaru.,True
1368,@yoshiwiliant3944,2025-02-20T01:39:59Z,0,Mantap luar biasa hasil perekaman video Motorola anti gempa depan belakang harga cuma 2 jt sih worth👏👏,True
1369,@isadaktan6201,2025-02-20T01:39:06Z,0,Masih Punya  Motorola V3 jadul sampai sekarang 🙏🙏,True
1370,@ifaa_khsnh,2025-02-20T01:34:33Z,0,warnanya anjiir suka banget wkwk 🫠,True
1371,@syeduqi7488,2025-02-20T01:32:57Z,3,"fitur kamera yg di goyang2in dan flash light sudah ada di moto z dulu thn 2016, jadi bukan fitur baru. tp tetep masih jadi fitur yg berguna dan terlihat modern karena brand lain nggak ada fitur itu",True
1372,@bongkar.pasang89,2025-02-20T01:28:20Z,0,Bismillah semoga kebeli.,True
1373,@armengurun7126,2025-02-20T01:27:37Z,0,Kamera video nya jempol,True
1374,@Nurkholis-g5f,2025-02-20T01:27:26Z,0,HP pertamaku di tahun 2006 MOTOROLA,True
1375,@multifan658,2025-02-20T01:25:11Z,0,Jadi mau ganti hp ini aja keknya🤔,True
1376,@essedeveloper4684,2025-02-20T01:20:57Z,0,moto G dulu brutal bgt wkwk,True
1377,@arifmocil1416,2025-02-20T01:14:39Z,0,"Dari kemarin bingung mau beli hp apa
Kayaknya ini ok juga kalo cuma buat live n bikin konten
Harga segitu spek kaya gitu
Ya itung² penebus rasa bersalah karna dulu pingin beli hp motorola lipat tapi gak kesampean",True
