,author,updated_at,like_count,text,public
457,@ekawijaya-v9h,2025-02-14T08:58:46Z,0,MAIN YUUUU KAK DAPIITTTT,True
458,@TamrinNugrohoririn,2025-02-14T08:44:52Z,0,Stik game nya merk ap kak David?? Ad link tokonya kah,True
459,@mofasazka,2025-02-14T08:32:09Z,0,Bisa yok bundling office home student.,True
460,@MILTONSchmidt-f7z,2025-02-14T08:06:56Z,0,"Hasil gacir bikin aku makin puas main di M𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳, makasih banyak!",True
461,@EMMANUELLandrum,2025-02-14T08:06:36Z,0,"Alhamdulillah, rezeki nggak kemana! Baru main di ＭΛＮDALIKΛ𝟟𝟟, langsung dapat jakpot besar! Thank you banget!",True
462,@ERINSprague-y4y,2025-02-14T08:05:44Z,0,"Main aman, untung maksimal, cuma di M𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳!",True
463,@behindthebookofficial,2025-02-14T08:03:38Z,0,build quality-nya oke gak bang???,True
464,@sahabatkhazanah,2025-02-14T07:23:51Z,0,"Spek tinggi tapi ga bisa instal game banyak, ya otomatis dipake belajar, cloud, dan multimedia😂😂😂😂😂, dipake sosmed sama nonton jaranglah ya, mantab pinter banget yg bikin, rekomen nih yg bingung anaknya kecanduan game",True
465,@mfm5051,2025-02-14T06:57:56Z,0,"Salut banget sih, brand laptop lokal terus berbenah. Makin kerenn",True
466,@joehtakaria2181,2025-02-14T06:45:38Z,0,"munculnya pas bngt ni
gua beli lah",True
467,@afiqhidayatullah4629,2025-02-14T06:21:12Z,0,kalo gak ngangkat maka 1 indikator laptop mahal terpenuhi,True
468,@ifaaaifoo,2025-02-14T06:03:17Z,0,"Ih, udah bagus RAM tinggi, jangan dikurangin ya, Axioo.",True
469,@AlexSyaputraa,2025-02-14T05:48:00Z,2,jadi kesimpulannya ambil axioo hype r3 ini atau advan work plus amd ryzen 5?,True
470,@wendyv80,2025-02-14T05:46:28Z,0,Review kualitas nya gimnaa guys? Ragu ambil ini atau vivobook,True
471,@guezzme3230,2025-02-14T05:11:12Z,0,"Kalo menurut saya sih minusnya cuma di tombol navigasi yg buat atas bawah kanan kiri, soalnya udah nyaman pake yg sizenya sama semua. Kembali ke masing masing sih.",True
472,@praditaaja92,2025-02-14T05:02:48Z,1,"Nice laptop 
Nice price",True
473,@Haeesal,2025-02-14T04:57:12Z,0,Bang review laptop tablet advan 2in1 evo-X yang detachable,True
474,@tahanprahara,2025-02-14T04:49:35Z,0,kelemahannya masih ada tulisannya AXIOnyaa.. coba hilangkan aja.. biar yang make bisa naik tingkat gengsinya,True
475,@dailyday5872,2025-02-14T04:33:49Z,0,Semoga ada rejeki buat ganti laptop.,True
476,@andreharun1008,2025-02-14T04:32:23Z,0,"gw udah pake Advan workplus ryzen 7, udah pemakaian 1 tahun lebih, beli nov 2023, sepanjang pemakaian blm ada keluhan, semua msh aman, performa masih bagus kyk awal pemakaian, blm ada penurunan performa batere jg,  ayo gess beli produk Indonesia, biar bisa bersaing sm produk luar",True
477,@edicahyadi3934,2025-02-14T04:18:07Z,0,"info dong pengalaman dari user laptop yang berbahan metal, apakah kalo ada arus bocor masih nyetrum di bagian body laptop? saya dulu pake laptop metal acer, tahun 2012, cuma bertahan dipake paling cuma 7 bulan, karena gak kuat aja suka nyetrum, gak besar sih, cuma suka bikin kaget, sampe tahun 2025, udah ganti 2x laptop, selalu pilih yang masih bahan plastik, mau coba pake laptop yg bodinya metal lagi, soalnya keliatan kokoh aja, niatnya mau beli laptop axioo yg ini, thanks 😄",True
478,@scaffold.s,2025-02-14T04:11:18Z,1,"Ini leptop lokal cukup menjawab keresahan developer Indonesia sih, produk import harga segitu cuma dapat 8gb ram yang dimana pasti bakal ngelag kalau buat aplikasi",True
479,@berkedel,2025-02-14T03:59:10Z,0,Datasheet laptop ini bisa dicek dimana ya?,True
480,@endimontakarai1158,2025-02-14T03:34:56Z,0,mending mana bang sama advand?,True
481,@l.laurio,2025-02-14T03:31:19Z,0,"Laptop pertama gw dulu axioo Core 2 Duo ram 4GB dari 2008-2016. Dulu beli sekitar 6juta, lumayan tahan banting, rusaknya dulu overheat gara2 kipas mati dan ketidurn saat dipake diatas karpet.

Setelah itu pake Toshiba Satellite 2 in 1 15,6inch core i7 ram 8gb beli 11jutaan ilang dicolong orang di commuter line. 

Karena duit cekak beli Thinkpad x240 core i7 ram 8gb bekas harga 5juta, awalnya merasa cukup oke tapi setelah dunia laptop gaming menyerang dunia GIS Thinkpad ini jadi gak ada harga dirinya, apalagi saya sebagai trainer laptopnya kalah cepat dari leserta. 

Akhirnya 2021 beli Asus ROG 14inch rayzen 7 ram 24gb sekitar 19juta bertahan sampe sekarang, walaupun sempet ganti motherboard yang untungnya masih garansi.",True
482,@FAEntertainment0202,2025-02-14T03:29:28Z,1,Rekomendasi leptop lokal untuk gaming 🙏,True
483,@samsulmaarif838,2025-02-14T03:12:34Z,0,"Dari kemarin Axioo maskk Keranjang, tapi belu co juga karena lagi lesu😢",True
484,@rizaldiaulia7496,2025-02-14T03:03:05Z,0,"Hype-R3 ~~> Hyper 3 (core I3), klo pake I-5 jadi Hyper 5 ~~> Hype-R5",True
485,@raydzsyah1042,2025-02-14T02:41:17Z,0,kalau kuliah bs ga si,True
486,@Reviespoet,2025-02-14T02:33:15Z,0,"Bang bikin rekomendasi laptop murah dong, buat sekolah aja under 3jt kl bisa.. speknya gk perlu yg bs main game 🙏",True
487,@ilhamcputra6550,2025-02-14T02:27:47Z,0,Bikin hp dong axio 😆,True
488,@FTi-iz1hy,2025-02-14T02:25:02Z,0,Josssssss lah🎉,True
489,@mebiusgt14,2025-02-14T02:22:03Z,0,Worth ga buat solidwork atau aplikasi simulasi teknik?,True
490,@ekaseptian9771,2025-02-14T02:14:13Z,0,"brand lokal, fitur spec nya sudah berani kasih lebih,
harapannya kualitas durabilitynya di tingkatkan",True
491,@feedlord4465,2025-02-14T02:10:20Z,0,Sekilas kek ngeliat icon tim esport prx wkwkwk 😂,True
492,@bijjipeller320,2025-02-14T02:09:31Z,0,"Kelemahannya ram tanem bang😭😭😭😭,tau lah ram tanem eror 1,bikin matot,dan kalopun ganti biayanya gak semuram ram manual😪😪😪,tp dgn melihat dari harganya udah gak bz berharap banyak,dikasih 24gb itu udah kebanyakan",True
493,@adriannugraha,2025-02-14T02:04:47Z,0,klo RAM 24GB ga over buat gwa yang kerjaannya konsultan bang 👍🏼,True
494,@ryansantos3669,2025-02-14T01:44:43Z,0,User advan workplus karena review dari bang David dah hampir setahun aman aman lancar jayaa. Tidak menyesal 🎉🎉 terima kasih banyak,True
495,@ayayarodriguez,2025-02-14T01:29:16Z,0,"Mantep sih harga segini dapet banyak,",True
496,@muhammadarizki2675,2025-02-14T01:27:47Z,0,"Mungkin ram gede, ngebantu vga onboard nya intel yg cuma i3",True
497,@AnimalsWonders-ff,2025-02-14T01:27:06Z,0,"Miris banyak orang"" yang promosi judol😢",True
498,@designerfromarchitect4432,2025-02-14T00:17:47Z,0,Semoga bener awet. Nunggu dulu 1 2 tahun. Klo ga ada keluhan aku sikat sih suatu saat klo butuh laptop,True
499,@dedewahyu9245,2025-02-14T00:13:02Z,0,mending ini atau advan workplus? saya baru mau kuliah IT,True
500,@arikagusta6217,2025-02-14T00:01:37Z,0,"bagus itu kalo ada diskret GPU nya bang,",True
501,@video_aia,2025-02-13T23:17:11Z,0,Axio ku hype 7 ryzen 7 aman smpai sekarang mantul 2thn pemakain 🎉❤,True
502,@muhammadkaffa9163,2025-02-13T21:38:22Z,0,"Aku bingung mau beli laptop apa buat sekolah + main game, soalnya ak jg GK pernah beli laptop😅",True
503,@sahfrizalsusoh,2025-02-13T19:04:16Z,0,BANG COBA TES RENDER VIDEO,True
504,@mohammaddhiodharmawan3731,2025-02-13T18:50:43Z,0,Kok zyrex udah kalah pamor ya🤔,True
505,@ridhoso,2025-02-13T18:32:25Z,0,saatnya brand lokal,True
506,@ariffebriantochannel,2025-02-13T18:30:49Z,0,Ada graphic nya ga bang klo buat software gambar kayak Autocad?,True
507,@dwihari2097,2025-02-13T18:28:51Z,0,"Tes juga dong speed RAM & NVME nya, di nerf ga itu 😂 liat dari bootingnya kok lama",True
508,@MrAgunggigih,2025-02-13T18:22:38Z,0,Akankah gadgetin suatu saat nanti akan mereview sebuah chromebook? 😀,True
509,@indrajuanno,2025-02-13T17:47:35Z,0,"Gpp bang RAM 24GB, soalnya kalo pekerja yang pake Google Chrome tab-nya ampe puluhan-ratusan sambil buka Excel/Tableau segala macem bakal worth it kok",True
510,@dickyassidiq5749,2025-02-13T17:41:24Z,0,"mau nanya saya awam ama laptop, laptop tuh lebih baik ram nya yang gede apa procesornya? misal ram 24gb procesor intel core 3, apa ram 12 gb tapi procesor intel core 5? mending yang mana ya puh",True
511,@Ijal30,2025-02-13T17:29:15Z,0,"Bagus banget monitornya,itu merek apa!?",True
512,@muhammadzaini1227,2025-02-13T17:26:02Z,0,Kecepatan 1.25 lebih enak,True
513,@erwinhermawan1986,2025-02-13T17:09:50Z,0,hadir kk,True
514,@ViviBatique,2025-02-13T16:50:47Z,0,setuju sama saran RAM david,True
515,@wawabarongan4118,2025-02-13T16:37:53Z,0,Habis review harga naik,True
516,@Projec01-f2k,2025-02-13T16:20:47Z,0,18:07 tes modern warship,True
517,@ariezr8426,2025-02-13T16:13:34Z,0,Review surface pro bang david @gadgetin,True
518,@fredyardianto274,2025-02-13T15:43:17Z,0,😆,True
519,@SigitLaksamanaRusyadi,2025-02-13T15:38:11Z,1,"Hp lokal soal spek ❌️
Laptop lokal soal spek dan harga ✅️",True
520,@adikurnia5364,2025-02-13T15:36:15Z,0,bisa dipasang external GPU gak ?,True
521,@06brianriskyramadhan98,2025-02-13T15:33:08Z,0,Kalau di pakai untuk skecth up gimana bang?atau 3d ringan yang lain,True
522,@akbaryuliarto8321,2025-02-13T15:23:12Z,9,"dulu saya beli Axioo Pico, ditahun 2015 beli second dan tahan sampai 3 tahun jadi prcya  brand ini dan allhamdulliah  skg sdh ada rejeki beli axioo Pongo😘",True
523,@fahimmuhajir,2025-02-13T15:22:56Z,0,"Laptop pertamaku yg ku beli pakai uang sendiri Axioo My book 11 Thn 2017. Waktu itu masih kerja + kuliah. laptop itu yg ku pakai utk skripsi sampai keterima kerja.
Skrg masih bagus sekali, di pakai istri buat ngajar..",True
524,@stenly8318,2025-02-13T15:17:33Z,0,13:18 owkawok,True
525,@saktiaariseno8663,2025-02-13T14:48:47Z,1,Bagus ini apa advan Workplus ya hmm,True
526,@oktajayaharmaja1543,2025-02-13T14:40:32Z,0,Jika prosesor ny AMD gw mau beli.,True
527,@gersonrufino5015,2025-02-13T14:28:06Z,0,Laptop cuci uang (goldwin) mana berani kek gini 😂,True
528,@DxGenzo,2025-02-13T14:18:20Z,0,Wah jeketii,True
529,@sigitwisnumurti5347,2025-02-13T14:04:36Z,0,Di mata saya itu bacanya axioo R hype 3 😬,True
530,@roynaingoland9959,2025-02-13T14:03:18Z,0,saya sebagai anak animasi pas lihat vga nya intel uhd graphic😢 yah tau lah ya wkwk,True
531,@ralfi2778,2025-02-13T13:52:18Z,0,BUAT RENDER BLENDER 3D LUMAYAN NIH BUDGETNYA.,True
532,@NurHasan-lc4nv,2025-02-13T13:44:24Z,0,Brand lokal lagi bakar duit,True
533,@ForZee12,2025-02-13T13:38:12Z,0,Bg maaf bisa tolong buatin vidio rekomendasi perbandingan laptop spek gaming/streaming di bawah 20/22jtan ga?,True
534,@mnurdinhidayat2547,2025-02-13T13:35:53Z,0,"Ayoo brand lokal bisa buat spek GG harga murah, jgn kalah sama merk luar.",True
535,@muhammadrafiiman9062,2025-02-13T13:33:09Z,0,Review s25 bang,True
536,@masbudd7647,2025-02-13T13:30:53Z,0,"diatas kertas ok sih speknya, klau punya uang pas di budget segitu sy ga akan beli laptop asus apalagi brand lokal.",True
537,@nottuser007,2025-02-13T13:19:53Z,0,Vs axio hype 5 amd x6 win siapa ya maaf awam soal ginian,True
538,@WildanIvanka,2025-02-13T13:03:54Z,0,untuk desain grafis apakah bisa Bang David?,True
539,@Hanzz0415,2025-02-13T13:01:17Z,0,"Sampai sekarang masih pke hype 1, hype 3, sama z 6 metal. Paling worthit z6 metal",True
540,@firzaahmadr,2025-02-13T13:01:01Z,1,Yang nonton video ini pakai axioo mana suaranya 🤚,True
541,@fachryansyahalwi4798,2025-02-13T12:59:23Z,0,"11:01 aku bang david, butuh RAM gede sampe aku beli laptop ram 32GB hehehe",True
542,@andrear8540,2025-02-13T12:46:39Z,0,boxnya kok mirip box vga nvidia ya😂,True
543,@ZX.01,2025-02-13T12:43:57Z,0,semoga brand lokal axioo menyediakan microsoft office aamiin,True
544,@frmchannel3901,2025-02-13T12:30:18Z,2,Pengguna Axioo Hype 5 Amd hadir. 🙌,True
545,@heriarmanda8110,2025-02-13T12:16:04Z,0,"Jadi, mending mana ya antara axioo ini dgn workplus?",True
546,@danielsinaga1849,2025-02-13T12:11:08Z,0,Ada gak sih laptop 12jt an layar OLED bisa di pake main game TRIPLE A 😅😅,True
547,@MohammadAlifDevanza,2025-02-13T12:04:31Z,0,Axioo the best,True
548,@dolyharianto,2025-02-13T11:58:13Z,0,"Anjir laptop di bawah 1 kg. Padahal Lenovo Duet yg cuma screen sama folio keyboard aja beratnya udah 1,1 kg. Beneran cintailah produk-produk Indonesia. BTW dg batere yg tahan 11 jam, kalau bener segitu, berarti bawa laptop ini gak perlu bawa charger. Charging cukup di rumah aja hehehe",True
549,@Thandy_Trainer,2025-02-13T11:52:10Z,1,Jos banget dha itu bang,True
550,@saninursani4317,2025-02-13T11:21:56Z,0,"Ga ada yg bagus mah produk lokal, spek menggiurkan tp built quality jauh sama brand luar",True
551,@Luckyganteng-g8x,2025-02-13T11:20:58Z,0,niceeee laptop kuuu ituuu,True
552,@muhammadangga797,2025-02-13T11:19:15Z,1,menurut kalian mending ambil yang ryzen atau ambil si axio yang i3? because they are same price,True
553,@nursuardiana8223,2025-02-13T11:11:32Z,0,"Dulu awal 2010 punya axioo pico , awet bandel . Itupun hilang karena dicuri orang

Sekarang kembali pakai axiioo hype 3 , semoga awet",True
554,@mhakifauzi,2025-02-13T11:04:21Z,0,"Bang David @gadgetin, kayaknya belum tau workplus versi i5 12400H 24gb 512gb irisxe ya?? Kalau dibandingin ini secara performa kalah jauh bang. Btw sy dpt workplus i5 ini diharga 7,25jt aja 😅😅",True
555,@tvchanel9399,2025-02-13T11:01:44Z,0,mau nanya nih soalnya awam bagus mana yaa R3 ini sama hype 5 amd 6x?   tolong dijawab bang,True
556,@resdianiputri6676,2025-02-13T11:01:24Z,0,Buat content creators ok ga y?,True
557,@kangsukses951,2025-02-13T10:59:29Z,0,saatnya kita putar uang ke negara kita sendiri,True
558,@rizkyalfaris9297,2025-02-13T10:58:41Z,0,Bang laptop nya trus di kemanain?,True
559,@dayatmisteri5203,2025-02-13T10:44:43Z,0,sama advan workplus bagus mana ya,True
560,@nomad_ape,2025-02-13T10:41:13Z,0,"7jt dapat RAM 24GB, luar biasa. Untuk pemakaian kantoran 10 tahun masih relevan tuh",True
561,@richardosaputra8207,2025-02-13T10:24:25Z,0,buat bang david atau viewer cuma mau nanya ini bisa buat coding² yg lumayan berat ga yah🙂,True
562,@eddyr1041,2025-02-13T10:19:01Z,0,Baguslah ada kemajuan... padahal dulu ga bagus,True
563,@ve347,2025-02-13T10:17:42Z,0,Di yang lempar2 laptop gw yang ketar ketir😂,True
564,@giovannigiorgioo88,2025-02-13T10:06:22Z,0,"bang coba review ADVAN Laptop 2 in 1 EVO-X 16 & X 13, penasaran sama tablet 16/13 inci bakal besar bgt atau ngga",True
565,@lucluke588,2025-02-13T10:01:55Z,0,Ga berani krn merk lokal cepat rusak,True
566,@iqbalprayogi8873,2025-02-13T10:00:01Z,0,tapi ada gk si ram menang banyak tp kualitas ram nya gak sebagus ram yg cuman 8 gb misal?,True
567,@andreassouljah4309,2025-02-13T09:57:28Z,1,"Apakah ini merupakan sponsor..., saya pengguna salah satu benda ini dan yah saya tertawa setelah merasakan beberapa bulan pemakaian.",True
568,@argacc20417,2025-02-13T09:55:28Z,0,"Excel hardcore 16gb gak cukup bang, cloud juga chrome nya makan banyak 😂, 16gb udah gak cukup",True
569,@besronsitumorang.9284,2025-02-13T09:53:26Z,1,Nice,True
570,@Boahancok-44,2025-02-13T09:33:58Z,0,bang daviddd bikin program live gaksih? biar yg mau tanya2 bisa lewat saweria?,True
571,@paulinasiti6274,2025-02-13T09:24:28Z,0,"Lagi nabung buat beli laptop baru, intip dulu channel gagdetin👍",True
572,@Yudhisgaming05,2025-02-13T09:23:55Z,0,Bang nyoba evercoss m55b dong,True
573,@KopiLotongPahit,2025-02-13T09:11:20Z,0,ram 16GB stack... auto blacklist.,True
574,@SOLUTANI,2025-02-13T09:10:47Z,0,atau tambahin slot ssdnya lah,True
575,@christianovahandaru8429,2025-02-13T09:07:10Z,0,ODM,True
576,@sanyt3058,2025-02-13T08:59:01Z,0,Bang David review Hp Honor Magic7 Pro Bg,True
577,@vieta4941,2025-02-13T08:54:47Z,0,"pengalaman  pakai workplus ryzen 5, baru 1minggu ssd jebol padahal gak dipakai kerja berat.. untung bisa di garansi kan, dan sekarangh udah jalan 5 bulan pemakain masih normal....",True
578,@hildaareta,2025-02-13T08:54:21Z,0,"bang, review tablet pc hanzhong dong",True
579,@abukhoiri157,2025-02-13T08:31:17Z,0,Ram 24 giga? Wow,True
580,@melkywawointana380,2025-02-13T08:30:36Z,0,setuju yang storage yang 512  or  ram 16 ... layar udah oled gini selain kerja multimedia kebanyakan,True
581,@abdulhuzein5130,2025-02-13T08:24:24Z,0,jadi pengen beli axioo,True
582,@AminRizky-k1b,2025-02-13T08:22:38Z,0,"Woi yang ngetes genshin di PC atau laptop ,mikir bngst ini bukan hp😅 jadi pilih game lain aja",True
583,@varal125blck,2025-02-13T08:19:33Z,0,Gaskan hidupkan brand local...tetep milih workplus di era gempuran brand china😂,True
584,@mask6797,2025-02-13T08:15:47Z,0,GO LOKAL BIKIN YG LEBIH RAMAH DI KANTONG LG HEHEHEH,True
585,@misplaymaster15,2025-02-13T08:06:52Z,0,kena flexing mavuika,True
586,@SolitaryHarmonies,2025-02-13T08:01:58Z,0,"Hype-R 3 . Tapi design nya R (Gedhe) Hype 3, siapa sih yg bikin design kek gitu",True
587,@WARGAMLBB-US,2025-02-13T08:00:10Z,0,Jangan lupa review Pova 7 bang Maret nanti.denger denger mau rilis ke indo,True
588,@NurFitri-x4n,2025-02-13T07:59:13Z,0,Kpn ya rekomendasi HP spesial Ramadhan😂,True
589,@RIVALDOANGELOBOMBOAH,2025-02-13T07:41:55Z,1,19:58 parah bet baru tau live hack kek gini pas dah lulus kuliah🤣,True
590,@vyncenevodka7478,2025-02-13T07:35:10Z,0,Axioo pongo 725 user hadir,True
591,@SocialnetworkBaihaqi,2025-02-13T07:22:57Z,0,Oi kmana aajeeee,True
592,@ciming23,2025-02-13T07:22:27Z,0,bang kapan rekomendasi HP buat lebaran 2025 bang,True
593,@massanigraphics,2025-02-13T07:08:16Z,0,"11:04 gak setuju bang🙏 sekarang orang kantoran dah wajib 16gb keatas, zoom meeting, sekaligus buka chrome tab 20 an , sambil buka dokumen di word,excel,dan data2 kek gambar, sambil screen record wkwk kek gitu sih, minimal yg aku lakuin di kerjaanku😂",True
594,@noopooy,2025-02-13T07:01:15Z,0,"lokall!! 🔥 cocok buat seniman kyk editor, designer, dkk nya karena oled",True
595,@susiandriyanti1798,2025-02-13T07:01:02Z,0,Samsung a06,True
596,@rizkicahyadi3777,2025-02-13T06:55:51Z,0,sayang brand penyefong intel jadi males,True
597,@Alfian-Rifqi,2025-02-13T06:52:06Z,0,10:15 perbedaan usb-c fullfunction dan thunderbolt apa bang?,True
598,@herysahputra1018,2025-02-13T06:51:45Z,0,review poco x7 pro bg,True
599,@123tutorial5,2025-02-13T06:49:21Z,0,Bang. Nanti pas mau lebaran tolong buat recomnd tablet pas,True
600,@arsyadaniel6620,2025-02-13T06:48:18Z,0,Buat pake Photoshop and premier support ga bang?,True
601,@HimeChan-q5x,2025-02-13T06:42:18Z,1,"brand local makin bersaing, beli advan workplus gegara tercuni nih chanel. udh pemakaian 1th lebih buat main game ringan kek genshin ratakanan sama wuthering waves rata kanan, gta v juga rata kanan. kesimpulan dari segi speksifikasi mendingan advan workplus di harga yang sama tpi untuk after sale service axioo lebih bagus",True
602,@Quickster_Max,2025-02-13T06:40:51Z,0,Gimana yang udah lama pake laptop merek axioo seperti apa pengalamannya,True
603,@seyfulanim,2025-02-13T06:40:20Z,1,24:00😮,True
604,@babyshalk5982,2025-02-13T06:36:44Z,0,anak emas intel bang,True
605,@baharjba9958,2025-02-13T06:27:27Z,0,"Maaf bang David kalo buat saya yg kurang itu TIDAK TOUCHSCREEN ada yg harga gak sampe 5 juta juga udh bisa TOUCHSCREEN, kalo itu layar nya TOUCHSCREEN baru keren buat BRAND LOKAL",True
606,@donikusuma8085,2025-02-13T06:25:55Z,0,3.22,True
607,@rinaldoprasetyo36,2025-02-13T06:16:19Z,0,"skrng yg berkecimpung kerja di excel perlu 20GB om kayak aku skrng, butuh bnyak buka excel",True
608,@asyakuch,2025-02-13T06:15:05Z,0,"sebenernya suka gk suka sama brand satu ini, tapi saya salut selalu adaptasi dengan teknologi baru, dan juga budgetnya sesuai lokal banget, keren axioo, butt,,,, rata2 selalu ada aja kerusakan dari elektroniknya pengenya mah awet jangka panjang kalau bisa",True
609,@radityapradayan,2025-02-13T06:12:16Z,1,knp brand lokal jarang bonusin ohs?,True
610,@Ivandysatria27,2025-02-13T06:10:55Z,1,Graphic nya apa yah? Percumah RAM gede kalo Ghrapic juga gak mendukung😢😢,True
611,@fahrulsyauqirahman9880,2025-02-13T06:02:09Z,0,sayang nya gada GPU soalnya itu 24GB kayak ada yg kurang aja gitu wkwkw,True
612,@zefunlee,2025-02-13T05:59:58Z,0,Market place Hype 5 dan Hype 7 ...koq lebih murah...benarkah,True
613,@erwinnapitupulu4110,2025-02-13T05:54:49Z,0,"gua pake axioo pongo 725, keren..",True
614,@kitkat369,2025-02-13T05:52:54Z,0,"Bang david, apakah tahun ini bakal ada rekomendasi TWS lagi? Lagi nyari hehee",True
615,@SANDY_R9,2025-02-13T05:48:48Z,0,keren sih,True
616,@faibowo_,2025-02-13T05:45:35Z,0,Kira-kira enak gak buat dipake main gam fortnite bang?,True
617,@dzakwanfalih618,2025-02-13T05:42:52Z,0,Chipset nya yang bikin mahal,True
618,@MuhammadRidho-c1j,2025-02-13T05:40:50Z,0,Bang review semua hp iPhone dong,True
619,@chumsonyd.a.g6283,2025-02-13T05:39:13Z,0,Salfok sama steam nya,True
620,@richganz395,2025-02-13T05:37:55Z,0,bang coba lu buat bran lokal,True
621,@brosplit,2025-02-13T05:34:08Z,0,"RAM 24GB udah ok, krn pake iGPU buat set dedicated vram 8gb krn rata2 game modern walau setting low makan 6gb keatas",True
622,@Andikaaaa-j4h,2025-02-13T05:29:36Z,0,Review Asus airvision m1 bang david,True
623,@dannywahyu2423,2025-02-13T05:24:17Z,0,👍,True
624,@ZaenalAlamsyah,2025-02-13T05:22:15Z,0,obeng yang di pake bang david apa ya namanya,True
625,@Lilpeep_broh,2025-02-13T05:20:59Z,0,"REVIEW TECNO MEGABOOK K16S BANG DAVID
PLEASE..",True
626,@YasirRedmi-l8w,2025-02-13T05:14:33Z,0,Bg coba review Tecno pova 7,True
627,@Investasiin,2025-02-13T05:05:24Z,1,R 35 bang wkwk,True
628,@FilmKetikaGabut,2025-02-13T04:49:26Z,0,"Hallo gais, david disini dan saya udah main film.",True
629,@Liottadevaney-s5e,2025-02-13T04:27:59Z,0,"𝘋ОЯ𝘈𝟳𝟩 gk nyesel maen di sini, jekpot terus!",True
630,@mulkidzulkarnainyuha8067,2025-02-13T04:27:59Z,0,Aku yg pake axioo mybook pro l7v puas pokonya dgn harga 8 juta beli  second,True
631,@LindseyPrakash-k1h,2025-02-13T04:27:48Z,0,Beberapa pengguna melaporkan hasil positif dari penggunaan 𝘋ОЯ𝘈𝟳𝟩.,True
632,@linuyxxMittal-g4i,2025-02-13T04:27:40Z,0,"𝘋ОЯ𝘈𝟳𝟩 aku cba, eh lgnsung dapet cuan gede",True
633,@LindenbergSbourke-w5g,2025-02-13T04:27:23Z,0,"𝘋ОЯ𝘈𝟳𝟩 aku maen cuma modal dikit, malah dapet banyak",True
634,@leonErush-f2t,2025-02-13T04:27:22Z,0,"𝘋ОЯ𝘈𝟳𝟩 aku cba bntr, saldo lngsung naik",True
635,@LimaMcMullin-t8z,2025-02-13T04:27:15Z,0,"𝘋ОЯ𝘈𝟳𝟩 aku bru nyobain, lgnsung gacor",True
636,@LievanoTorres-c7c,2025-02-13T04:26:30Z,0,"Sungguh pengalaman menyenangkan, hasil dari 𝘋ОЯ𝘈𝟳𝟩 nggak ada lawan!",True
637,@LikarDino-f9z,2025-02-13T04:26:23Z,0,"𝘋ОЯ𝘈𝟳𝟩 gua coba sekali, lngsg jackpot gede",True
638,@Lcoylepuljic-y3c,2025-02-13T04:24:16Z,0,"𝘋ОЯ𝘈𝟳𝟩 gak percaya.. Coba aja sendiri, gampang banget",True
639,@LeklSshaik-s8w,2025-02-13T04:24:07Z,0,𝘋ОЯ𝘈𝟳𝟩 menyediakan ruang untuk koneksi profesional.,True
640,@dytyaaa00,2025-02-13T04:20:39Z,0,bg bahas ip16promx hdc,True
641,@WahyuNurSyahidin-dc7ix,2025-02-13T04:18:51Z,0,Review Asus Zenfone 12 ultra bang,True
642,@gilangdwiramadhan1.7,2025-02-13T04:16:49Z,0,ayoo semangat rusakin pasarnya brand lokal wkwk,True
643,@imron12,2025-02-13T04:16:31Z,0,2minggu sekali kah skrng ngontennya,True
644,@Marshalltaufiq,2025-02-13T04:15:37Z,0,Thumbnailnya mulai mirip sama Unbox Therapy nih😂😂,True
645,@pie.chochooo,2025-02-13T04:05:13Z,0,"Akhirnya Axioo ada versi layar bagus, bisa jadi pertimbangan nih kalo ada duit buat beli 😍",True
646,@LchaneyAbdulai-q3m,2025-02-13T04:00:55Z,0,"𝘋ОЯ𝘈𝟳𝟩 cuma main bentar, lngsg jackpot!",True
647,@LbonillaCfrey-m3h,2025-02-13T04:00:55Z,0,"𝘋ОЯ𝘈𝟳𝟩 gua cba2, saldo lgnsung nambah banyak",True
648,@LbloomAprilia-c7d,2025-02-13T04:00:51Z,0,"𝘋ОЯ𝘈𝟳𝟩 aku maen cuma modal dikit, malah dapet banyak",True
649,@LazarteKatsiboulas-z4m,2025-02-13T04:00:50Z,0,𝘋ОЯ𝘈𝟳𝟩 tiap kali main pasti ada aja jackpot,True
650,@LbakerMguzman-q9e,2025-02-13T04:00:50Z,0,"𝘋ОЯ𝘈𝟳𝟩 gua maen santai, saldo lngsung naik gede",True
651,@LbonillaAzamat-l8k,2025-02-13T04:00:42Z,0,"𝘋ОЯ𝘈𝟳𝟩 gampang banget dapet jekpot, hoki terus",True
652,@LbloomAprilia-c9j,2025-02-13T04:00:35Z,0,Setiap hari selalu ada kejutan di 𝘋ОЯ𝘈𝟳𝟩! Bikin penasaran!,True
653,@LazuardiLewis-m9p,2025-02-13T04:00:27Z,0,"𝘋ОЯ𝘈𝟳𝟩 jekpot gampang banget, lu harus coba",True
654,@Riowidyatmoko,2025-02-13T03:57:45Z,0,Nah gini nih ada TKDN nya Gak ragu Beli,True
655,@ramadhanahwan636,2025-02-13T03:44:31Z,0,"Mas info IP SE 4 rumornya rilis akhir februari ya mas??? 
soalnya tampilannya mewah speknya juga ga kalah sama IP 14",True
